Refer to https://github.com/lutherastrophysics/new_ref_file for more info
Star Data Extractor Tool
    Images: m23_3.5_071.fit (2003) and m23_7.0_2022-06-19_0028.fit
    Stars Found: 2508 (good stars) in 2003 img + 1246 in 2022
    Radius of star diaphragm:
    Sky annulus inner radius:
    Sky annulus outer radius:
    Threshold factor: High =
         X	         Y	     Sigma	      FWHM	   Sky ADU	  Star ADU
    187.02	    617.81	      0.00	      0.00	      0.00	      0.00
    429.01	    287.50	      0.00	      0.00	      0.00	      0.00
    299.20	    858.79	      0.00	      0.00	      0.00	      0.00
    670.65	    953.41	      0.00	      0.00	      0.00	      0.00
    191.34	   1010.14	      0.00	      0.00	      0.00	      0.00
    382.48	    882.75	      0.00	      0.00	      0.00	      0.00
    339.99	    837.77	      0.00	      0.00	      0.00	      0.00
    148.99	    792.68	      0.00	      0.00	      0.00	      0.00
    139.20	    143.50	      0.00	      0.00	      0.00	      0.00
    699.16	    860.81	      0.00	      0.00	      0.00	      0.00
    558.42	    998.15	      0.00	      0.00	      0.00	      0.00
    413.64	    819.31	      0.00	      0.00	      0.00	      0.00
    970.27	    836.00	      0.00	      0.00	      0.00	      0.00
    262.82	    532.62	      0.00	      0.00	      0.00	      0.00
    387.17	    377.09	      0.00	      0.00	      0.00	      0.00
    150.39	    994.82	      0.00	      0.00	      0.00	      0.00
    905.88	     11.81	      0.00	      0.00	      0.00	      0.00
    604.20	    520.15	      0.00	      0.00	      0.00	      0.00
    942.64	    382.66	      0.00	      0.00	      0.00	      0.00
    318.96	    288.72	      0.00	      0.00	      0.00	      0.00
    781.80	     62.96	      0.00	      0.00	      0.00	      0.00
    239.98	    771.57	      0.00	      0.00	      0.00	      0.00
     32.69	    612.38	      0.00	      0.00	      0.00	      0.00
    553.16	    821.49	      0.00	      0.00	      0.00	      0.00
    300.01	    183.82	      0.00	      0.00	      0.00	      0.00
    288.93	    154.03	      0.00	      0.00	      0.00	      0.00
    919.89	    722.37	      0.00	      0.00	      0.00	      0.00
     63.40	    844.84	      0.00	      0.00	      0.00	      0.00
    285.55	    737.09	      0.00	      0.00	      0.00	      0.00
    420.69	    883.97	      0.00	      0.00	      0.00	      0.00
    500.54	    796.75	      0.00	      0.00	      0.00	      0.00
    458.78	    351.62	      0.00	      0.00	      0.00	      0.00
    340.36	    377.72	      0.00	      0.00	      0.00	      0.00
     26.88	    106.51	      0.00	      0.00	      0.00	      0.00
    954.54	    590.76	      0.00	      0.00	      0.00	      0.00
    443.90	    205.13	      0.00	      0.00	      0.00	      0.00
    370.59	    109.94	      0.00	      0.00	      0.00	      0.00
    405.12	    959.75	      0.00	      0.00	      0.00	      0.00
    599.12	    297.96	      0.00	      0.00	      0.00	      0.00
     57.07	    479.38	      0.00	      0.00	      0.00	      0.00
    740.88	    395.92	      0.00	      0.00	      0.00	      0.00
    599.48	     59.03	      0.00	      0.00	      0.00	      0.00
    586.77	    599.69	      0.00	      0.00	      0.00	      0.00
    605.69	    552.52	      0.00	      0.00	      0.00	      0.00
    284.78	    834.05	      0.00	      0.00	      0.00	      0.00
    720.09	    558.23	      0.00	      0.00	      0.00	      0.00
    430.78	    863.42	      0.00	      0.00	      0.00	      0.00
    720.25	    594.44	      0.00	      0.00	      0.00	      0.00
    958.94	    497.00	      0.00	      0.00	      0.00	      0.00
    306.23	    916.91	      0.00	      0.00	      0.00	      0.00
     25.26	    570.84	      0.00	      0.00	      0.00	      0.00
     44.40	    883.20	      0.00	      0.00	      0.00	      0.00
     15.14	    685.25	      0.00	      0.00	      0.00	      0.00
    229.71	    900.21	      0.00	      0.00	      0.00	      0.00
    197.67	    837.42	      0.00	      0.00	      0.00	      0.00
    538.17	    410.73	      0.00	      0.00	      0.00	      0.00
    344.52	     52.89	      0.00	      0.00	      0.00	      0.00
    333.91	    661.73	      0.00	      0.00	      0.00	      0.00
    603.00	    677.14	      0.00	      0.00	      0.00	      0.00
    570.31	    650.51	      0.00	      0.00	      0.00	      0.00
    699.47	    286.93	      0.00	      0.00	      0.00	      0.00
    134.32	    726.09	      0.00	      0.00	      0.00	      0.00
    432.00	    656.58	      0.00	      0.00	      0.00	      0.00
    198.75	    267.45	      0.00	      0.00	      0.00	      0.00
    703.40	    578.88	      0.00	      0.00	      0.00	      0.00
    225.39	    272.46	      0.00	      0.00	      0.00	      0.00
    239.67	    650.97	      0.00	      0.00	      0.00	      0.00
    872.93	    319.96	      0.00	      0.00	      0.00	      0.00
    362.51	    149.43	      0.00	      0.00	      0.00	      0.00
    809.71	    248.34	      0.00	      0.00	      0.00	      0.00
    804.25	    934.23	      0.00	      0.00	      0.00	      0.00
    515.69	    452.36	      0.00	      0.00	      0.00	      0.00
    587.39	    368.50	      0.00	      0.00	      0.00	      0.00
    771.47	    802.82	      0.00	      0.00	      0.00	      0.00
    379.82	    892.43	      0.00	      0.00	      0.00	      0.00
    392.30	    889.78	      0.00	      0.00	      0.00	      0.00
    248.55	    739.82	      0.00	      0.00	      0.00	      0.00
    454.12	    280.01	      0.00	      0.00	      0.00	      0.00
    194.84	    637.32	      0.00	      0.00	      0.00	      0.00
    547.49	    162.10	      0.00	      0.00	      0.00	      0.00
    266.63	    543.11	      0.00	      0.00	      0.00	      0.00
    616.65	    719.21	      0.00	      0.00	      0.00	      0.00
    284.02	    778.98	      0.00	      0.00	      0.00	      0.00
     23.14	    993.67	      0.00	      0.00	      0.00	      0.00
    801.83	    334.61	      0.00	      0.00	      0.00	      0.00
    210.48	    926.84	      0.00	      0.00	      0.00	      0.00
    830.10	    920.81	      0.00	      0.00	      0.00	      0.00
    327.60	    295.56	      0.00	      0.00	      0.00	      0.00
    335.26	    205.04	      0.00	      0.00	      0.00	      0.00
    326.71	    764.29	      0.00	      0.00	      0.00	      0.00
    139.68	    875.08	      0.00	      0.00	      0.00	      0.00
    193.60	    916.96	      0.00	      0.00	      0.00	      0.00
    407.86	    726.63	      0.00	      0.00	      0.00	      0.00
    760.73	    183.13	      0.00	      0.00	      0.00	      0.00
    146.75	    743.28	      0.00	      0.00	      0.00	      0.00
    248.98	    838.95	      0.00	      0.00	      0.00	      0.00
    125.51	    196.32	      0.00	      0.00	      0.00	      0.00
     74.41	    376.22	      0.00	      0.00	      0.00	      0.00
     39.06	    857.51	      0.00	      0.00	      0.00	      0.00
    671.65	    522.93	      0.00	      0.00	      0.00	      0.00
    144.29	    636.80	      0.00	      0.00	      0.00	      0.00
    330.95	     37.57	      0.00	      0.00	      0.00	      0.00
    129.97	    281.06	      0.00	      0.00	      0.00	      0.00
     89.14	    104.90	      0.00	      0.00	      0.00	      0.00
    948.97	    111.41	      0.00	      0.00	      0.00	      0.00
    558.60	    591.16	      0.00	      0.00	      0.00	      0.00
     91.91	    117.48	      0.00	      0.00	      0.00	      0.00
    671.08	    269.74	      0.00	      0.00	      0.00	      0.00
    225.57	   1007.32	      0.00	      0.00	      0.00	      0.00
    274.96	    548.74	      0.00	      0.00	      0.00	      0.00
    212.49	     93.46	      0.00	      0.00	      0.00	      0.00
    628.78	    496.84	      0.00	      0.00	      0.00	      0.00
    306.89	    494.78	      0.00	      0.00	      0.00	      0.00
    472.80	    806.18	      0.00	      0.00	      0.00	      0.00
    130.52	    505.87	      0.00	      0.00	      0.00	      0.00
    459.49	    968.77	      0.00	      0.00	      0.00	      0.00
    945.60	     42.23	      0.00	      0.00	      0.00	      0.00
    144.97	    943.20	      0.00	      0.00	      0.00	      0.00
    376.67	     41.29	      0.00	      0.00	      0.00	      0.00
    416.67	    973.93	      0.00	      0.00	      0.00	      0.00
    322.10	    242.20	      0.00	      0.00	      0.00	      0.00
    978.70	    557.92	      0.00	      0.00	      0.00	      0.00
    476.40	    109.54	      0.00	      0.00	      0.00	      0.00
    179.00	    667.13	      0.00	      0.00	      0.00	      0.00
    243.47	     71.31	      0.00	      0.00	      0.00	      0.00
    398.33	    786.36	      0.00	      0.00	      0.00	      0.00
    730.40	     67.14	      0.00	      0.00	      0.00	      0.00
    536.02	    795.82	      0.00	      0.00	      0.00	      0.00
    282.68	    701.69	      0.00	      0.00	      0.00	      0.00
    869.99	    170.26	      0.00	      0.00	      0.00	      0.00
    771.90	    749.28	      0.00	      0.00	      0.00	      0.00
    907.16	    846.60	      0.00	      0.00	      0.00	      0.00
    530.51	    309.29	      0.00	      0.00	      0.00	      0.00
    114.80	    305.96	      0.00	      0.00	      0.00	      0.00
    418.58	    927.25	      0.00	      0.00	      0.00	      0.00
     87.35	    979.71	      0.00	      0.00	      0.00	      0.00
    296.51	    485.53	      0.00	      0.00	      0.00	      0.00
    232.81	    643.58	      0.00	      0.00	      0.00	      0.00
     19.33	    716.60	      0.00	      0.00	      0.00	      0.00
     96.66	    716.35	      0.00	      0.00	      0.00	      0.00
     80.60	    687.90	      0.00	      0.00	      0.00	      0.00
    908.36	    730.44	      0.00	      0.00	      0.00	      0.00
    849.77	    247.51	      0.00	      0.00	      0.00	      0.00
    481.74	    862.07	      0.00	      0.00	      0.00	      0.00
    506.45	    509.93	      0.00	      0.00	      0.00	      0.00
    787.02	    837.84	      0.00	      0.00	      0.00	      0.00
    479.85	    791.68	      0.00	      0.00	      0.00	      0.00
    100.58	    706.50	      0.00	      0.00	      0.00	      0.00
    521.21	    987.73	      0.00	      0.00	      0.00	      0.00
    249.77	    784.90	      0.00	      0.00	      0.00	      0.00
    571.67	    998.71	      0.00	      0.00	      0.00	      0.00
     38.15	    144.25	      0.00	      0.00	      0.00	      0.00
    978.98	    215.96	      0.00	      0.00	      0.00	      0.00
    597.12	    625.59	      0.00	      0.00	      0.00	      0.00
    930.36	     99.02	      0.00	      0.00	      0.00	      0.00
     99.51	    427.06	      0.00	      0.00	      0.00	      0.00
    384.25	    165.06	      0.00	      0.00	      0.00	      0.00
     31.71	    694.12	      0.00	      0.00	      0.00	      0.00
    657.10	    451.91	      0.00	      0.00	      0.00	      0.00
     86.51	    743.25	      0.00	      0.00	      0.00	      0.00
    429.70	    868.28	      0.00	      0.00	      0.00	      0.00
    673.61	    307.47	      0.00	      0.00	      0.00	      0.00
     45.26	    682.51	      0.00	      0.00	      0.00	      0.00
    704.47	    558.33	      0.00	      0.00	      0.00	      0.00
    459.89	    926.56	      0.00	      0.00	      0.00	      0.00
     81.11	    759.24	      0.00	      0.00	      0.00	      0.00
    136.45	    275.69	      0.00	      0.00	      0.00	      0.00
    955.42	    383.18	      0.00	      0.00	      0.00	      0.00
    388.72	    921.97	      0.00	      0.00	      0.00	      0.00
    489.51	    564.46	      0.00	      0.00	      0.00	      0.00
    114.25	    274.33	      0.00	      0.00	      0.00	      0.00
    730.77	    199.85	      0.00	      0.00	      0.00	      0.00
    309.63	    481.15	      0.00	      0.00	      0.00	      0.00
    510.22	    900.26	      0.00	      0.00	      0.00	      0.00
    748.69	    333.27	      0.00	      0.00	      0.00	      0.00
    109.17	     36.47	      0.00	      0.00	      0.00	      0.00
    112.18	    614.06	      0.00	      0.00	      0.00	      0.00
    188.65	    110.18	      0.00	      0.00	      0.00	      0.00
     62.89	    858.05	      0.00	      0.00	      0.00	      0.00
    457.89	    205.07	      0.00	      0.00	      0.00	      0.00
    383.22	    887.17	      0.00	      0.00	      0.00	      0.00
    132.96	    627.18	      0.00	      0.00	      0.00	      0.00
    766.09	     86.22	      0.00	      0.00	      0.00	      0.00
    430.59	    231.91	      0.00	      0.00	      0.00	      0.00
    589.47	    807.66	      0.00	      0.00	      0.00	      0.00
    845.24	     26.65	      0.00	      0.00	      0.00	      0.00
    441.49	    248.47	      0.00	      0.00	      0.00	      0.00
    163.53	     94.91	      0.00	      0.00	      0.00	      0.00
    848.26	    999.80	      0.00	      0.00	      0.00	      0.00
    954.67	     65.26	      0.00	      0.00	      0.00	      0.00
    638.01	     97.05	      0.00	      0.00	      0.00	      0.00
    108.09	    411.88	      0.00	      0.00	      0.00	      0.00
    164.07	    763.15	      0.00	      0.00	      0.00	      0.00
    341.36	    828.83	      0.00	      0.00	      0.00	      0.00
    295.19	    556.59	      0.00	      0.00	      0.00	      0.00
    929.77	    714.72	      0.00	      0.00	      0.00	      0.00
    921.71	    312.98	      0.00	      0.00	      0.00	      0.00
    491.68	    313.14	      0.00	      0.00	      0.00	      0.00
    281.02	    746.62	      0.00	      0.00	      0.00	      0.00
    254.40	    250.00	      0.00	      0.00	      0.00	      0.00
    260.34	    372.39	      0.00	      0.00	      0.00	      0.00
    701.13	    871.35	      0.00	      0.00	      0.00	      0.00
    866.89	    803.22	      0.00	      0.00	      0.00	      0.00
    260.94	    415.21	      0.00	      0.00	      0.00	      0.00
    959.54	    725.04	      0.00	      0.00	      0.00	      0.00
    881.39	    928.20	      0.00	      0.00	      0.00	      0.00
    972.75	    871.83	      0.00	      0.00	      0.00	      0.00
    533.56	    453.68	      0.00	      0.00	      0.00	      0.00
    671.03	    452.51	      0.00	      0.00	      0.00	      0.00
    117.45	    950.48	      0.00	      0.00	      0.00	      0.00
    609.31	     43.03	      0.00	      0.00	      0.00	      0.00
     63.01	    965.06	      0.00	      0.00	      0.00	      0.00
     88.63	     51.60	      0.00	      0.00	      0.00	      0.00
    263.30	   1004.50	      0.00	      0.00	      0.00	      0.00
    370.77	    621.98	      0.00	      0.00	      0.00	      0.00
    422.75	    620.22	      0.00	      0.00	      0.00	      0.00
    340.75	     38.66	      0.00	      0.00	      0.00	      0.00
    633.70	    214.87	      0.00	      0.00	      0.00	      0.00
    348.46	    586.65	      0.00	      0.00	      0.00	      0.00
    371.02	     52.69	      0.00	      0.00	      0.00	      0.00
    556.68	    802.53	      0.00	      0.00	      0.00	      0.00
    321.35	    464.38	      0.00	      0.00	      0.00	      0.00
    945.07	    752.40	      0.00	      0.00	      0.00	      0.00
